1 input_1v1.asc 1 Missile against 1 target ' Missile ' Jan 10 2025 22:14:03
  0  0 50
time,lconv,vmach,pdynmc,psiblx,thtblx,phiblx,alppx,phipx,alphax,betax,ppx,qqx,rrx,SBEL1,SBEL2,SBEL3,dvbe,hbe,psivlx,thtvlx,anx,ayx,dts,thrust,gavail,gmax,trcond,dbt,thtpbx,psipbx,all,ann,dtbc,dvtbc,psiobcx,thtobcx,range,azimuthx,elevationx,dpx,dqx,drx,miss,MISS1,MISS2,MISS3,psiptx,thtptx,critmax,
8.95,0,2.05871,231785,-9.32004,-25.3902,1.92842,2.77901,77.8407,0.585782,2.71662,-0.308783,-0.0504202,-2.95711,7412.67,103.725,-2140.11,683.393,2140.11,-6.31915,-26.0364,0.639175,-2.96407,8061.06,0,46.2749,50,0,420.356,5.81639,9.68561,-3.48733,0.746808,6641.24,1416.43,-0.696926,3.95453,420.356,1.05785,-19.5075,-0.074693,-0.29066,1.11547,0,0,0,0,0,0,200,
9,0,2.04951,230147,-9.52759,-25.3794,2.01432,2.85848,77.8213,0.603505,2.79409,0.461458,0.197102,-4.44623,7443.11,100.322,-2125.14,680.459,2125.14,-6.44044,-26.0484,0.659204,-3.05143,8049.64,0,46.182,50,0,375.589,5.81565,9.8546,-3.41537,0.740003,6641.24,1416.43,-0.696926,3.95453,375.589,1.03666,-19.504,-0.0787373,-0.293636,1.12056,0,0,0,0,0,0,200,
9.05,0,2.04037,228521,-9.77521,-25.3619,2.17731,2.9695,77.9128,0.622345,2.90361,1.74665,0.203953,-4.54191,7473.41,96.8666,-2110.22,677.543,2110.22,-6.56892,-26.0592,0.673876,-3.15744,8038.23,0,46.0479,50,0,330.982,5.82117,10.0514,-3.56434,0.785423,6641.24,1416.43,-0.696926,3.95453,330.982,1.0144,-19.5003,-0.0892083,-0.308919,1.16905,0,0,0,0,0,0,200,
9.1,0,2.03128,226909,-10.0457,-25.3356,2.38915,3.09868,77.9799,0.645917,3.03068,1.75081,0.454925,-5.25375,7503.58,93.3581,-2095.37,674.644,2095.37,-6.70119,-26.0696,0.695065,-3.2739,8026.83,0,45.9034,50,0,286.536,5.82675,10.2648,-3.57821,0.779419,6641.24,1416.43,-0.696926,3.95453,286.536,0.991127,-19.4965,-0.0992686,-0.320423,1.21271,0,0,0,0,0,0,200,
9.15,0,2.02224,225308,-10.33,-25.3022,2.57725,3.23577,77.9632,0.675472,3.16455,0.946322,0.33774,-4.75159,7533.6,89.7938,-2080.58,671.76,2080.58,-6.84126,-26.078,0.731527,-3.42347,8015.44,0,45.7546,50,0,242.25,5.82099,10.4959,-3.2711,0.669962,6641.24,1416.43,-0.696926,3.95453,242.25,0.966934,-19.4926,-0.104683,-0.319118,1.20805,0,0,0,0,0,0,200,
9.2,0,2.01326,223720,-10.543,-25.2895,2.69913,3.30019,77.9928,0.687279,3.22791,0.16234,-0.250305,-2.77624,7563.48,86.1697,-2065.84,668.892,2065.84,-6.98846,-26.0845,0.74425,-3.4828,8004.06,0,45.6935,50,0,198.124,5.82636,10.6679,-3.51957,0.710898,6641.24,1416.43,-0.696926,3.95453,198.124,0.942428,-19.4888,-0.108346,-0.318742,1.21335,0,0,0,0,0,0,200,
9.25,0,2.00434,222147,-10.6697,-25.3054,2.73175,3.28238,78.1032,0.67737,3.21181,-1.05299,-0.415256,-2.50582,7593.23,82.485,-2051.17,666.044,2051.17,-7.13306,-26.0919,0.711141,-3.37516,7992.7,0,45.7306,50,0,154.157,5.84812,10.7611,-4.04681,0.823708,6641.24,1416.43,-0.696926,3.95453,154.157,0.917856,-19.4853,-0.106915,-0.347442,1.33906,0,0,0,0,0,0,200,
9.3,0,1.99548,220588,-10.8791,-25.304,2.75905,3.34358,78.2024,0.684357,3.27288,-1.12371,0.0930534,-5.11871,7622.84,78.7433,-2036.55,663.216,2036.55,-7.27225,-26.1009,0.717419,-3.4212,7981.34,0,45.6706,50,0,110.348,5.8489,10.9319,-3.81143,0.729997,6641.24,1416.43,-0.696926,3.95453,110.348,0.891173,-19.4819,-0.105734,-0.347151,1.36038,0,0,0,0,0,0,200,
9.35,0,1.98668,219042,-11.181,-25.2874,2.85359,3.48343,78.4235,0.69987,3.41248,-0.328088,-0.144634,-5.14268,7652.31,74.9442,-2021.99,660.403,2021.99,-7.42108,-26.1079,0.746564,-3.61221,7970,0,45.5146,50,0,66.6959,5.84291,11.1865,-4.00475,0.733996,6641.24,1416.43,-0.696926,3.95453,66.6959,0.858838,-19.4789,-0.111574,-0.328775,1.30233,0,0,0,0,0,0,200,
9.4,0,1.97792,217506,-11.4284,-25.2965,2.93409,3.56408,78.8329,0.691117,3.49651,-0.927684,-0.559456,-4.23958,7681.64,71.0828,-2007.49,657.605,2007.49,-7.57673,-26.1145,0.721576,-3.63006,7958.67,0,45.4288,50,0,23.2013,5.86226,11.3853,-4.92181,0.738421,6641.24,1416.43,-0.696926,3.95453,23.2013,0.802465,-19.4805,-0.114877,-0.347815,1.4251,0,0,0,0,0,0,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
9.427,2,1.97321,216682,-11.5696,-25.3043,2.963,3.61381,79.0933,0.684645,3.54845,-1.39244,-0.483023,-5.52022,7697.43,68.9718,-1999.68,656.101,1999.68,-7.65869,-26.1188,0.709937,-3.62047,7952.55,0,45.3754,50,0,0.221266,0,0,-0.0467322,0.902842,6641.24,1416.43,-0.696926,3.95453,0.221266,-174.299,18.5375,-0.114284,-0.350066,1.53452,0.0562079,-0.0300323,0.047512,-2.77556e-17,159.635,-109.469,200,
